gene,IR1_S64_1,IR1_S64_2,IR2_S65_1,IR2_S65_2,IR3_S66_1,IR3_S66_2,IR4_S67_1,IR4_S67_2,IR5_S68_1,IR5_S68_2,IR6_S69_1,IR6_S69_2,RN1_S55_1,RN1_S55_2,RN2_S56_1,RN2_S56_2,RN3_S57_1,RN3_S57_2,RN4_S58_1,RN4_S58_2,RN5_S59_1,RN5_S59_2,RN6_S60_1,RN6_S60_2,HE4_S165_1,HE4_S165_2,HE5_S166_1,HE5_S166_2,HE6_S167_1,HE6_S167_2
gene-SHERM_21786,1716,1838,1582,1673,1556,1616,1141,1225,1045,1073,1121,1191,1340,1328,1409,1493,1409,1486,1319,1417,1141,1168,1576,1619,359,402,370,387,196,207
gene-SHERM_21787,5,5,0,5,3,4,2,4,3,2,8,7,5,2,3,6,5,2,7,5,6,3,3,8,45,50,47,30,30,15
gene-SHERM_21865,3,5,6,0,0,0,15,17,14,15,12,17,2,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0
gene-SHERM_21866,64,64,52,45,48,50,70,88,70,91,133,113,35,43,39,44,41,43,13,12,6,12,17,15,0,0,0,0,0,0
gene-SHERM_21873,14,12,9,14,29,23,14,13,7,11,18,18,13,10,11,13,19,16,23,21,12,12,13,22,13,11,9,16,13,7
gene-SHERM_21893,5,0,0,4,5,0,4,0,0,0,0,0,7,0,9,0,5,0,0,4,2,0,0,0,15,16,12,18,5,17
gene-SHERM_21923,10,16,13,25,25,21,8,0,0,0,0,5,21,16,26,19,31,20,0,5,8,0,5,0,15,7,4,9,0,0
gene-SHERM_21949,12,9,15,4,7,17,5,11,8,2,1,15,9,8,12,9,13,9,8,4,5,8,6,6,83,87,111,147,42,48
gene-SHERM_21951,18,18,16,0,21,14,5,0,8,6,10,11,16,19,16,14,17,18,0,9,8,6,7,7,14,21,0,0,6,0
gene-SHERM_21974,0,8,5,7,12,16,0,0,0,0,0,0,8,0,7,0,0,0,6,0,5,6,0,0,25,23,19,15,17,16
gene-SHERM_21995,11,0,3,0,2,0,0,0,0,4,4,5,6,6,0,7,0,4,0,0,0,0,0,0,17,16,14,13,10,10
gene-SHERM_22016,0,0,31,15,23,15,0,0,0,0,0,7,11,16,17,24,21,24,12,0,0,0,16,7,204,203,185,228,96,120
gene-SHERM_22061,2,9,5,12,4,8,5,2,2,4,9,5,8,6,6,3,14,13,2,8,2,2,5,2,424,419,295,315,83,75
gene-SHERM_22063,20,20,13,20,19,10,10,6,7,5,9,11,15,11,12,12,0,0,20,16,15,15,20,0,221,205,220,213,108,91
gene-SHERM_22079,36,26,30,20,25,21,14,12,19,9,25,29,30,25,25,41,16,20,26,26,19,19,25,15,7,11,12,14,6,5
gene-SHERM_22118,7,0,0,0,3,0,4,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,14,20,25,8,9,4
gene-SHERM_22126,16,7,6,10,8,14,0,0,0,0,0,0,0,12,8,10,0,11,12,0,0,0,0,0,52,55,64,44,29,44
gene-SHERM_22141,0,5,6,4,0,8,0,0,0,0,0,0,0,8,0,4,8,10,0,0,5,0,3,3,15,8,20,19,9,15
gene-SHERM_22143,4,0,13,0,9,0,0,0,0,0,0,0,11,14,0,0,7,0,10,10,0,0,0,6,0,42,48,0,0,0
gene-SHERM_22149,66,66,42,0,48,49,43,35,0,22,0,52,43,42,42,0,40,47,0,0,19,0,0,0,204,215,192,203,69,59
gene-SHERM_22159,0,0,7,14,0,11,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,51,53,34,53,23,12
gene-SHERM_22176,3,0,0,0,0,4,0,0,0,0,0,0,5,7,0,0,4,0,0,3,3,0,3,6,6,12,5,4,3,7
gene-SHERM_22198,45,53,33,44,65,52,16,26,20,17,32,30,40,42,33,43,21,27,33,39,32,21,39,45,944,1048,1135,1194,504,460
gene-SHERM_22200,18,19,11,14,11,18,23,0,0,12,13,22,11,13,17,14,0,21,14,0,0,16,0,0,99,106,108,87,38,32
gene-SHERM_22251,0,0,0,2,0,12,2,0,0,0,0,0,5,2,7,0,0,6,0,0,0,0,0,0,16,12,11,9,21,14
gene-SHERM_22267,66,80,60,107,89,112,4,5,0,0,12,14,101,96,97,95,105,108,15,30,19,13,9,12,214,210,146,179,75,68
gene-SHERM_22274,12,6,6,6,8,12,8,0,6,8,9,10,0,0,11,0,0,0,7,8,0,5,6,0,28,18,21,25,9,9
gene-SHERM_22286,0,0,0,4,7,0,0,3,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,19,22,22,18,4,15
gene-SHERM_22287,0,0,0,0,4,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,27,31,36,28,0,17
gene-SHERM_22311,0,0,0,0,0,0,8,0,3,0,18,6,0,7,9,0,6,5,10,10,0,0,7,8,26,17,24,22,5,7
gene-SHERM_22317,7,9,0,13,8,10,0,0,0,6,0,0,14,11,0,0,15,14,0,0,0,3,0,0,24,40,33,43,44,31
gene-SHERM_22321,0,3,3,6,2,3,0,4,0,0,0,2,0,0,7,0,0,7,0,5,0,0,0,0,25,20,31,22,12,15
gene-SHERM_22332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,13,11,12,51,54,45,53,47,44
gene-SHERM_22364,0,11,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,8,0,3,0,9,9,13,19,51,65
gene-SHERM_22382,0,4,0,0,0,0,0,1,1,0,0,2,2,0,0,0,2,0,1,1,3,2,0,0,28,31,33,28,17,11
gene-SHERM_22387,11,13,6,7,9,6,10,6,5,7,8,8,4,5,14,8,1,12,4,5,5,2,4,2,1,2,0,2,0,0
gene-SHERM_22489,10,3,3,4,7,9,330,343,260,316,517,490,3,4,5,12,3,5,18,23,24,14,16,26,1,0,0,0,0,0
gene-SHERM_22502,14,13,10,9,7,10,5,2,5,14,10,11,9,17,14,12,11,9,11,14,14,10,7,10,10,10,4,6,6,3
gene-SHERM_22516,24,16,36,31,25,37,31,20,8,15,30,30,24,18,44,36,26,25,12,23,18,15,11,14,21,11,20,18,5,5
gene-SHERM_22542,20,15,22,18,40,23,30,32,9,12,38,30,16,22,18,0,26,20,31,28,24,26,17,27,337,332,292,270,88,108
gene-SHERM_22594,7,6,7,5,0,7,5,0,3,0,9,0,12,0,12,0,7,9,6,3,0,0,0,0,49,45,47,49,0,22
gene-SHERM_22596,21,21,14,18,20,12,14,18,18,23,28,32,9,19,0,15,9,22,16,28,19,20,26,8,12,17,9,22,7,8
gene-SHERM_22621,3,0,3,0,2,5,3,0,0,0,3,0,4,0,0,5,0,0,0,0,0,0,0,0,9,7,9,13,0,8
gene-SHERM_22668,19,28,17,21,17,13,23,10,17,7,6,7,11,10,14,8,13,15,10,12,2,6,10,8,4,3,3,6,2,4
gene-SHERM_01628,6,8,3,6,5,6,0,0,0,3,4,0,0,3,7,6,8,11,0,5,0,0,0,0,20,22,0,12,21,22
gene-SHERM_01634,10,18,16,12,12,11,10,7,18,4,13,17,14,0,9,13,15,14,0,0,0,14,8,6,69,60,78,78,48,46
gene-SHERM_01638,32,40,16,29,29,33,19,20,20,10,39,35,47,35,33,34,32,36,2,5,2,3,5,3,0,0,1,2,1,0
gene-SHERM_01660,2,1,1,1,6,2,0,0,0,0,0,0,3,4,2,7,2,5,0,0,0,0,0,0,65,54,76,85,37,41
gene-SHERM_01666,4,4,0,0,0,0,0,0,2,0,4,0,0,5,3,0,2,0,0,4,4,0,3,2,16,9,14,15,33,23
gene-SHERM_01667,5,5,0,0,0,8,0,0,0,6,0,8,0,0,0,0,0,0,3,0,0,0,0,3,21,20,14,14,0,0
gene-SHERM_01695,15,0,12,0,0,0,0,0,0,0,0,0,13,0,13,14,11,8,9,17,20,10,0,13,23,29,27,27,16,12
gene-SHERM_01713,7,7,4,9,3,3,15,22,15,15,25,29,2,0,3,1,5,6,0,2,3,0,1,0,0,0,0,0,0,0
gene-SHERM_01739,0,11,0,0,14,8,8,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,31,28,25,35,19,22
gene-SHERM_01803,14,0,0,16,0,0,0,0,0,0,0,0,17,0,0,14,0,0,0,0,9,9,0,0,37,37,47,48,15,15
gene-SHERM_01826,23,26,29,31,24,23,32,37,15,22,33,36,26,18,25,18,22,21,46,24,16,22,34,36,38,37,39,33,0,0
gene-SHERM_01828,8,0,4,0,11,0,0,0,3,0,0,2,7,0,0,5,3,3,8,3,6,4,4,4,61,64,70,66,39,24
gene-SHERM_01837,19,22,21,22,23,17,0,3,2,2,2,0,13,11,22,14,19,13,0,0,3,3,1,0,0,4,1,1,2,3
gene-SHERM_01836,0,5,4,0,4,4,9,0,0,0,7,9,8,0,11,12,0,11,9,11,0,0,9,0,40,34,48,47,31,28
gene-SHERM_01858,9,5,0,0,0,13,0,0,0,0,0,7,6,10,0,0,0,0,0,0,0,0,0,0,33,26,25,20,16,0
gene-SHERM_01878,2,3,3,4,7,2,4,3,0,0,5,3,3,1,5,6,2,2,1,0,1,1,3,3,1,2,2,0,0,0
gene-SHERM_01894,5,0,3,0,12,5,11,15,10,5,18,12,2,4,0,0,0,0,0,5,0,5,0,0,0,6,4,0,0,0
gene-SHERM_01909,29,29,30,0,24,22,13,14,8,0,21,20,27,24,24,30,26,28,20,14,9,11,0,16,12,9,4,10,15,9
gene-SHERM_01913,3,3,8,6,2,11,2,2,2,0,2,6,7,13,2,7,13,8,8,10,10,5,9,4,18,28,22,31,26,25
gene-SHERM_01922,10,5,8,9,0,4,0,6,0,0,0,0,0,6,5,0,0,5,0,0,0,0,0,0,35,25,23,29,28,20
gene-SHERM_01935,0,0,0,0,0,0,3,6,0,0,7,0,9,0,0,8,5,10,6,0,5,6,0,4,15,24,21,15,6,6
gene-SHERM_01990,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,16,0,7,6,0,0,4,0,0,33,22,30,43,23,22
gene-SHERM_02002,6,7,6,3,6,7,10,10,16,26,15,18,5,5,8,4,2,0,2,2,4,1,5,4,2,2,2,1,2,1
gene-SHERM_02045,0,9,12,8,0,17,0,0,0,0,0,8,0,0,7,0,0,11,0,0,0,0,0,0,46,43,43,42,0,16
gene-SHERM_02064,20,0,13,10,8,13,5,8,0,0,13,8,8,13,11,0,5,6,7,11,15,5,13,14,46,27,45,35,67,57
gene-SHERM_02078,0,3,0,6,7,9,9,8,0,0,8,14,10,8,9,6,3,5,5,0,3,0,0,0,27,24,22,22,18,14
gene-SHERM_02083,6,10,0,9,10,0,5,8,3,6,9,8,0,5,0,0,4,8,0,0,0,0,0,0,15,12,7,10,8,5
gene-SHERM_02082,0,5,0,0,12,6,0,0,0,0,4,0,3,9,0,0,7,0,8,5,0,0,6,7,7,12,19,28,46,45
gene-SHERM_02092,0,11,6,0,3,13,3,3,0,9,0,7,0,6,5,3,0,10,0,0,0,9,0,5,45,42,61,61,32,56
gene-SHERM_02107,7,9,10,9,7,13,3,5,4,2,6,9,11,7,19,14,17,10,8,3,5,2,3,2,4,8,8,11,1,4
gene-SHERM_02150,0,3,4,3,6,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,10,6,8,9,6
gene-SHERM_22728,206,214,217,193,207,249,236,232,171,205,345,347,284,304,340,342,291,304,295,275,216,199,242,232,147,166,222,175,89,98
gene-SHERM_22768,15,18,19,12,18,13,5,5,8,5,9,15,11,16,16,15,14,10,10,11,11,16,13,19,132,130,152,162,52,59
gene-SHERM_22772,21,28,22,18,34,17,7,16,13,7,29,30,26,23,21,23,28,23,17,17,11,8,17,25,19,7,15,12,8,9
gene-SHERM_22814,23,25,16,27,26,26,0,6,0,9,6,5,29,14,41,33,26,26,0,0,0,0,0,0,409,422,584,511,272,254
gene-SHERM_22815,167,165,167,150,186,176,45,49,45,0,56,74,138,116,151,158,79,115,115,102,74,94,95,112,578,660,632,654,251,309
gene-SHERM_22824,7,10,5,5,12,14,5,8,5,0,0,0,5,10,9,13,9,15,0,0,0,5,0,6,123,130,157,194,68,57
gene-SHERM_22829,162,138,116,146,150,134,0,0,0,0,3,0,155,161,163,168,131,129,0,0,0,0,0,0,2076,2080,2250,2256,928,861
gene-SHERM_22825,0,0,13,13,12,7,9,0,0,0,21,0,14,0,0,26,0,12,15,0,0,0,0,0,100,106,91,114,31,54
gene-SHERM_22842,13,9,0,2,6,9,0,3,0,1,3,5,14,11,14,5,11,7,4,1,0,2,9,3,3,3,4,3,5,3
gene-SHERM_22855,6,9,3,9,7,9,12,22,12,18,14,37,10,0,4,9,5,7,0,2,0,0,0,2,2,2,3,6,1,7
gene-SHERM_22873,0,4,3,10,6,7,0,2,0,0,0,2,0,0,0,0,7,7,0,0,0,2,0,0,0,0,0,0,0,0
gene-SHERM_22877,65,60,83,45,88,88,54,54,50,48,71,93,85,59,71,80,65,79,85,54,58,74,67,57,44,64,63,65,18,24
gene-SHERM_22879,8,8,15,10,4,8,6,4,0,4,8,8,14,6,10,15,10,8,7,12,7,6,2,8,8,0,0,9,0,6
gene-SHERM_22887,8,7,5,5,3,4,3,8,6,6,5,3,4,4,4,3,2,2,5,1,2,2,2,0,1,0,2,2,2,4
gene-SHERM_22889,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,4,5,0,5,7,6,12,14,9,20,27
gene-SHERM_22892,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,8,0,8,21,22,15,40,34
gene-SHERM_22898,9,10,3,6,1,3,8,6,0,1,2,3,3,2,1,2,4,3,2,0,0,0,0,1,0,0,0,2,0,2
gene-SHERM_22922,37,43,36,46,35,37,14,19,21,12,37,25,34,28,24,26,20,21,22,18,12,16,23,36,238,288,399,376,197,199
gene-SHERM_22938,0,0,0,0,0,0,0,0,0,0,12,5,12,0,11,0,11,0,8,6,4,0,9,12,12,11,21,23,19,15
gene-SHERM_22952,0,0,0,12,0,13,7,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,25,29,37,45,38,35
gene-SHERM_22985,0,4,0,0,8,0,12,11,6,10,9,13,0,3,0,8,0,7,0,10,10,9,10,10,47,52,45,49,15,29
gene-SHERM_22993,65,71,61,64,58,64,19,12,12,13,37,26,48,64,61,60,52,54,18,20,15,26,18,24,24,18,16,22,17,16
gene-SHERM_23003,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,5,4,8,0,16,30,17,28,16,0
gene-SHERM_23023,14,19,24,33,20,29,0,0,12,6,0,14,20,42,31,37,24,25,8,0,0,8,8,11,157,164,152,156,63,49
gene-SHERM_23053,0,14,17,11,14,19,0,21,11,10,27,26,19,11,23,31,25,20,20,17,17,7,20,19,261,236,207,174,76,50
gene-SHERM_23149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,0,0,0,3,4,0,12,0,21,27,10,10
gene-SHERM_23166,13,8,10,11,17,9,7,3,8,0,5,11,30,7,16,24,21,21,8,12,0,5,5,0,192,205,239,195,96,91
gene-SHERM_23170,0,3,0,8,3,4,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,18,14,0,18,10,8
gene-SHERM_23188,12,26,20,0,18,29,0,22,9,19,17,20,21,17,14,20,22,26,18,24,14,19,15,19,0,0,11,14,0,11
gene-SHERM_23190,6,8,0,10,6,6,0,0,0,0,0,0,0,6,11,5,0,8,0,6,0,0,0,0,33,21,23,21,0,11
gene-SHERM_23228,34,0,0,27,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,11,0,17,16,412,493,425,565,178,227
gene-SHERM_23230,0,8,0,0,5,0,0,7,0,0,10,16,0,0,8,0,7,7,0,0,0,0,0,0,16,23,14,20,11,16
gene-SHERM_23231,6,0,0,6,2,7,11,0,4,0,11,9,0,0,0,7,0,3,0,0,0,0,4,0,0,0,0,0,0,0
gene-SHERM_23236,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,24,0,0,0,0,15,0,13,0,41,50,57,54,33,38
gene-SHERM_23252,30,21,28,22,37,25,65,67,54,34,101,111,35,12,36,29,22,36,86,93,66,79,88,82,0,2,0,0,3,0
gene-SHERM_23253,7,3,9,13,12,11,35,26,21,14,38,47,9,7,10,8,12,19,29,22,30,16,31,30,1,3,3,6,3,3
gene-SHERM_23260,0,0,0,0,0,0,0,0,0,0,10,0,0,4,10,0,0,0,0,0,5,3,9,0,38,34,34,32,28,30
gene-SHERM_23263,0,14,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,0,6,0,0,35,32,35,32,22,29
gene-SHERM_23276,5,4,0,0,0,0,14,11,0,9,11,9,0,0,5,0,4,3,0,0,0,0,0,0,0,2,5,9,18,26
gene-SHERM_23283,83,70,58,74,82,81,0,0,43,0,81,0,70,93,0,79,90,0,0,33,0,26,0,0,321,372,361,360,143,158
gene-SHERM_23291,29,39,20,20,22,15,152,129,121,154,232,230,8,15,17,12,10,10,52,41,32,32,38,42,6,4,0,0,8,0
gene-SHERM_23296,0,14,16,12,0,9,8,0,0,0,0,0,0,20,0,0,0,26,13,0,0,10,0,0,181,190,140,181,46,74
gene-SHERM_23319,23,17,17,20,22,23,0,16,15,21,15,16,0,19,13,16,8,19,0,0,0,0,0,0,0,5,10,0,12,0
gene-SHERM_23334,10,6,0,5,11,10,5,6,5,10,5,4,9,7,12,11,0,9,0,0,0,0,0,0,12,19,25,20,4,11
gene-SHERM_23349,13,0,20,13,16,0,0,10,0,9,11,0,0,0,14,16,20,16,0,14,0,0,0,0,62,104,66,96,22,34
gene-SHERM_23350,0,0,0,0,0,0,0,0,0,0,0,0,30,32,28,37,0,0,0,24,0,0,0,0,96,121,87,151,62,79
gene-SHERM_23357,15,17,13,10,19,9,10,10,5,8,10,8,10,9,10,7,10,11,7,8,7,8,12,10,6,6,7,6,2,2
gene-SHERM_23360,45,0,0,45,0,44,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,144,100,104,59,49
gene-SHERM_23364,11,6,0,0,3,9,12,22,0,20,24,33,9,12,10,7,9,6,7,3,10,10,6,12,106,96,65,72,42,44
gene-SHERM_23368,0,12,9,13,0,17,10,14,0,4,14,12,0,0,0,0,13,17,0,0,0,0,0,0,35,36,51,38,9,11
gene-SHERM_23369,0,0,0,0,8,0,0,0,0,0,7,0,10,0,7,9,11,0,3,7,0,6,6,8,22,11,23,31,30,31
gene-SHERM_23378,12,9,9,10,13,26,3,0,0,0,12,0,9,14,13,14,11,10,10,11,17,6,8,10,74,76,52,76,49,40
gene-SHERM_23382,9,13,10,12,6,15,8,0,4,0,4,0,8,8,8,16,15,11,14,11,5,0,3,10,54,70,56,63,25,20
gene-SHERM_23434,0,0,0,0,0,0,26,25,24,21,48,39,0,0,0,0,0,0,0,9,13,11,3,7,0,0,0,0,0,0
gene-SHERM_23438,15,14,10,9,12,13,0,0,0,0,3,0,11,9,8,10,20,16,0,0,0,0,0,0,60,58,69,44,31,25
gene-SHERM_23455,78,48,38,42,41,60,5,6,0,0,0,6,63,48,50,60,47,31,6,5,0,8,8,0,113,103,111,115,37,41
gene-SHERM_23484,18,20,14,22,15,14,18,0,10,12,20,12,16,16,36,22,22,21,5,0,13,9,3,6,103,107,104,112,34,38
gene-SHERM_23488,41,37,38,41,27,39,48,40,20,22,64,61,51,48,41,73,60,45,35,36,27,28,32,36,366,411,386,397,200,172
gene-SHERM_23493,23,23,22,22,32,30,11,7,9,9,11,15,16,17,15,25,13,12,15,12,20,17,15,26,234,208,196,191,69,67
gene-SHERM_23502,3,7,4,2,8,1,4,2,3,0,3,3,8,6,4,3,9,6,3,7,0,4,1,3,55,46,37,48,17,20
gene-SHERM_23539,0,13,0,0,6,0,0,4,0,0,0,4,6,7,0,15,4,5,3,0,0,0,0,4,89,96,92,76,37,34
gene-SHERM_23556,0,0,0,2,0,0,0,0,0,0,0,0,0,6,7,11,0,4,4,2,3,0,0,0,49,44,38,51,23,21
gene-SHERM_23557,0,0,7,0,0,0,0,0,0,0,0,0,9,11,0,9,0,0,0,5,0,0,5,0,0,21,16,10,3,13
gene-SHERM_23564,0,0,3,7,0,9,4,4,2,0,4,4,6,2,7,7,2,2,0,2,0,0,0,0,27,37,20,18,7,16
gene-SHERM_23572,10,12,0,7,11,12,5,6,0,7,13,12,11,6,10,16,11,9,9,0,12,9,7,0,84,85,87,99,45,51
gene-SHERM_23575,9,8,3,9,6,12,4,0,0,0,6,5,4,5,0,5,0,10,0,7,0,0,5,8,6,0,5,0,0,0
gene-SHERM_23577,52,0,0,0,0,56,0,0,0,0,0,0,0,51,0,58,48,62,0,0,0,0,0,0,0,162,184,0,82,101
gene-SHERM_23580,0,7,0,0,9,0,9,8,7,10,13,14,9,10,17,10,9,0,0,0,0,0,9,0,26,34,39,47,17,24
gene-SHERM_23638,114,108,74,82,100,78,20,23,18,20,21,24,64,55,66,82,76,73,0,7,7,0,9,8,20,18,0,28,11,17
gene-SHERM_23653,4,9,8,5,6,14,8,6,4,8,6,4,2,4,7,6,7,5,11,13,6,8,6,6,2,1,4,0,6,4
gene-SHERM_23659,147,174,192,188,201,204,235,226,205,221,247,252,185,182,161,190,164,186,348,334,211,269,220,227,2937,2974,3862,4031,1865,1870
gene-SHERM_23660,9,0,0,0,8,0,0,0,0,0,0,0,0,0,5,6,6,8,0,11,0,0,0,4,8,22,9,21,0,8
gene-SHERM_23661,30,35,26,22,23,44,30,41,28,20,38,22,29,26,24,31,18,33,56,43,37,41,23,34,1861,1791,2048,2123,796,851
gene-SHERM_23662,11254,11076,12886,12294,20608,20620,10489,10283,9089,8986,7048,6958,7716,7489,9130,8838,12038,11895,17860,17945,12647,12485,12145,11826,5801,5673,5025,4805,2718,2700
gene-SHERM_23664,280,285,347,347,406,448,447,445,435,472,588,577,108,114,93,95,102,91,310,354,255,248,190,197,121,136,103,87,46,41
gene-SHERM_23693,13,16,12,11,18,14,0,0,0,0,12,10,9,13,13,18,11,6,0,0,0,7,0,0,46,31,45,43,13,14
gene-SHERM_23719,136,136,157,130,149,187,159,140,132,136,264,255,202,210,194,182,154,207,243,239,124,205,146,151,119,140,138,164,64,52
gene-SHERM_23722,33,26,18,16,32,35,22,29,17,0,33,36,46,29,42,38,28,0,35,33,36,32,40,30,20,27,33,29,0,14
gene-SHERM_23744,31,34,16,25,15,34,33,41,26,26,93,82,32,20,21,31,15,21,57,52,35,50,45,31,31,40,40,24,11,9
gene-SHERM_23754,0,0,8,15,0,0,14,10,15,9,20,11,10,15,12,9,6,15,14,9,9,13,0,13,58,68,57,66,25,24
gene-SHERM_23755,5,0,0,0,0,0,0,7,4,0,11,8,0,0,9,3,0,12,0,0,0,0,0,0,23,14,0,28,12,4
gene-SHERM_23756,5,6,0,0,0,3,0,0,0,0,4,0,0,6,0,7,0,3,2,0,0,0,4,0,73,59,60,49,32,31
gene-SHERM_23773,36,47,43,45,37,43,185,194,217,210,322,299,57,35,52,35,34,30,104,78,67,61,85,75,0,2,0,11,7,14
gene-SHERM_23776,0,0,0,0,0,0,19,16,0,0,22,0,0,12,0,13,14,16,0,0,18,0,0,0,0,11,15,19,23,0
gene-SHERM_23807,0,15,12,7,13,14,0,0,0,0,0,0,0,16,12,0,14,9,0,8,0,0,0,0,91,103,76,110,41,49
gene-SHERM_23824,0,9,5,3,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,13,18,25,23,29
gene-SHERM_23832,0,0,0,0,0,0,6,12,0,0,9,6,0,0,4,3,5,0,14,5,0,0,12,0,33,27,29,36,25,25
gene-SHERM_23834,4,7,5,0,8,0,7,9,5,0,0,6,0,0,5,0,4,11,8,12,0,6,10,5,44,40,51,50,24,29
gene-SHERM_23867,0,4,15,12,4,3,0,6,0,0,12,15,0,0,10,0,0,0,0,0,0,0,0,4,32,56,44,47,18,24
gene-SHERM_23876,2,4,3,3,3,2,0,0,0,0,0,0,1,2,0,3,0,1,2,0,2,2,0,2,9,14,4,9,5,3
gene-SHERM_23885,273,316,257,242,275,232,26,26,30,24,53,45,189,209,230,235,216,242,5,9,11,9,10,12,112,126,153,139,61,54
gene-SHERM_23892,3,5,5,2,0,8,0,3,0,0,0,6,6,0,4,0,0,0,0,0,0,0,0,0,22,11,10,5,6,7
gene-SHERM_23904,20,13,14,18,14,11,4,2,0,0,8,4,10,24,12,20,0,15,5,0,0,3,0,0,25,29,23,34,0,15
gene-SHERM_23915,8,3,10,5,7,5,4,4,3,4,7,10,9,5,5,13,5,10,1,2,0,2,2,1,34,23,30,29,17,16
gene-SHERM_23920,33,28,14,11,19,20,0,0,0,8,0,12,20,17,21,19,18,14,0,7,0,0,7,8,42,50,44,56,33,34
gene-SHERM_23939,45,49,28,24,20,27,13,17,9,19,21,18,19,17,35,18,12,15,28,30,13,14,28,18,232,239,273,252,108,119
gene-SHERM_23956,17,16,22,14,16,28,0,14,10,0,17,26,23,18,18,21,21,11,0,0,7,0,0,6,14,7,18,18,0,0
gene-SHERM_23957,0,0,6,0,6,5,0,0,0,6,4,5,0,0,0,2,2,0,0,0,7,0,0,3,20,20,16,25,26,37
gene-SHERM_23966,0,11,0,18,0,10,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,46,41,32,53,7,10
gene-SHERM_23981,10,14,8,0,0,9,10,3,8,0,13,11,0,7,13,17,15,10,0,11,0,0,10,9,0,10,0,10,0,0
gene-SHERM_24005,21,17,21,24,16,17,14,12,8,0,18,13,19,24,24,21,26,29,12,14,0,12,0,24,14,20,21,16,0,6
gene-SHERM_24031,109,111,96,87,108,108,47,48,46,45,103,94,109,111,151,155,114,116,64,45,57,40,61,55,54,50,55,42,22,31
gene-SHERM_24041,14,15,10,0,15,13,8,12,13,16,15,12,0,7,6,4,18,11,4,0,5,5,6,0,66,76,45,62,26,35
gene-SHERM_24044,5,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,10,6,0,7,0,16,16,29,26,30,48
gene-SHERM_24045,0,0,0,0,8,10,0,0,0,0,0,5,0,3,0,0,0,0,7,0,0,0,7,9,23,33,39,37,69,79
gene-SHERM_24054,4,8,0,0,5,0,0,0,0,0,0,4,7,8,10,8,9,8,0,3,0,3,0,0,35,32,29,28,6,12
gene-SHERM_24058,16,20,11,12,14,11,0,0,5,0,11,15,0,13,10,11,13,13,18,9,12,0,8,9,67,57,48,54,36,31
gene-SHERM_24060,0,0,8,0,6,10,0,0,0,3,0,0,10,8,8,8,0,0,0,0,0,0,0,0,374,373,416,361,155,176
gene-SHERM_24067,15,16,22,22,21,21,0,12,8,0,0,9,9,10,12,10,17,21,14,10,10,7,0,0,0,0,0,0,0,0
gene-SHERM_24074,41,38,17,31,28,30,15,11,10,16,28,27,28,31,44,33,34,45,6,10,7,6,5,8,221,212,202,222,96,86
gene-SHERM_24083,0,6,6,0,0,14,0,0,2,0,0,0,0,7,5,0,0,7,9,12,0,0,0,4,14,19,18,29,17,21
gene-SHERM_24097,9,9,7,0,0,0,0,0,0,0,0,0,8,6,0,7,5,0,10,10,3,6,0,0,10,17,9,20,0,5
gene-SHERM_24104,3,2,7,4,4,0,0,2,0,0,0,0,5,9,14,6,4,2,2,2,1,2,1,0,20,25,50,43,29,35
gene-SHERM_24121,0,0,0,5,0,9,4,0,0,0,11,9,0,5,0,9,3,4,0,0,0,0,0,0,19,28,10,21,0,15
gene-SHERM_24123,71,66,77,83,73,75,33,37,26,33,74,63,74,82,85,93,65,57,13,14,17,9,13,11,231,263,198,220,114,116
gene-SHERM_24140,89,77,65,85,91,84,50,57,55,43,66,95,81,74,105,86,66,79,28,29,27,22,38,34,597,637,546,528,224,192
gene-SHERM_24147,12,9,20,17,18,16,19,15,14,15,25,26,20,15,12,24,13,19,5,0,0,0,0,2,40,29,29,35,22,25
